	playerID	yearID_x	stint	teamID_x	lgID_x	G	AB	R	H	2B	3B	HR	RBI	SB	CS	BB	SO	IBB	HBP	SH	SF	GIDP	yearID_y	teamID_y	lgID_y	G_all	GS	G_batting	G_defense	G_p	G_c	G_1b	G_2b	G_3b	G_ss	G_lf	G_cf	G_rf	G_of	G_dh	G_ph	G_pr
620	guzmacr01	2004	1	MIN	AL	145	576	84	158	31	4	8	46.0	10.0	5.0	30	64.0	4.0	1.0	13.0	4.0	15.0	2004	MIN	AL	145	143.0	145	145.0	0	0	0	0	0	145	0	0	0	0	0.0	0.0	1.0
621	guzmafr01	2004	1	SDN	NL	20	76	8	16	3	0	0	5.0	5.0	2.0	3	13.0	0.0	1.0	0.0	0.0	0.0	2004	SDN	NL	20	16.0	20	17.0	0	0	0	0	0	0	0	17	0	17	0.0	1.0	2.0
622	hafnetr01	2004	1	CLE	AL	140	482	96	150	41	3	28	109.0	3.0	2.0	68	111.0	7.0	17.0	0.0	6.0	11.0	2004	CLE	AL	140	131.0	140	11.0	0	0	11	0	0	0	0	0	0	0	128.0	9.0	0.0
623	hairsje02	2004	1	BAL	AL	86	287	43	87	19	1	2	24.0	13.0	8.0	29	29.0	1.0	8.0	6.0	4.0	3.0	2004	BAL	AL	86	80.0	86	62.0	0	0	0	12	1	0	10	15	27	52	21.0	2.0	3.0
624	hairssc01	2004	1	ARI	NL	101	339	39	84	15	6	13	29.0	3.0	3.0	21	88.0	0.0	1.0	2.0	1.0	4.0	2004	ARI	NL	101	83.0	101	88.0	0	0	0	85	0	0	2	0	2	3	0.0	14.0	2.0
625	halamjo01	2004	1	TBA	AL	34	3	0	0	0	0	0	0.0	0.0	0.0	0	1.0	0.0	0.0	0.0	0.0	1.0	2004	TBA	AL	34	14.0	2	34.0	34	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
626	hallaro01	2004	1	TOR	AL	21	6	0	0	0	0	0	0.0	0.0	0.0	0	3.0	0.0	0.0	0.0	0.0	0.0	2004	TOR	AL	21	21.0	2	21.0	21	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
627	hallbi03	2004	1	MIL	NL	126	390	43	93	20	3	9	53.0	12.0	6.0	20	119.0	1.0	1.0	2.0	2.0	4.0	2004	MIL	NL	126	87.0	126	97.0	0	0	0	50	11	37	0	0	0	0	0.0	30.0	0.0
628	hallto02	2004	1	TBA	AL	119	404	35	103	21	0	8	60.0	0.0	2.0	24	41.0	1.0	5.0	1.0	7.0	20.0	2004	TBA	AL	119	115.0	119	119.0	0	119	0	0	0	0	0	0	0	0	0.0	0.0	0.0
629	halsebr01	2004	1	NYA	AL	8	2	0	1	0	0	0	0.0	0.0	0.0	0	1.0	0.0	0.0	0.0	0.0	0.0	2004	NYA	AL	8	7.0	1	8.0	8	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
630	haltesh01	2004	1	ANA	AL	46	114	10	23	5	0	4	13.0	1.0	1.0	7	30.0	0.0	0.0	0.0	0.0	3.0	2004	ANA	AL	46	30.0	46	43.0	0	0	4	6	33	3	0	0	0	0	3.0	3.0	1.0
632	hammoje01	2004	1	SFN	NL	40	95	14	20	5	0	3	6.0	1.0	0.0	15	22.0	0.0	3.0	0.0	0.0	2.0	2004	SFN	NL	40	22.0	40	28.0	0	0	0	0	0	0	7	1	20	28	0.0	13.0	0.0
633	hammoro01	2004	1	ARI	NL	62	195	22	47	16	2	4	18.0	3.0	3.0	13	39.0	6.0	0.0	1.0	1.0	9.0	2004	ARI	NL	62	52.0	62	59.0	0	46	0	0	1	0	12	0	0	12	0.0	4.0	1.0
634	hamptmi01	2004	1	ATL	NL	36	64	7	11	3	0	2	7.0	0.0	0.0	3	23.0	0.0	0.0	4.0	0.0	1.0	2004	ATL	NL	36	29.0	35	29.0	29	0	0	0	0	0	0	0	0	0	0.0	3.0	4.0
635	hancojo01	2004	1	PHI	NL	4	2	0	0	0	0	0	0.0	0.0	0.0	0	1.0	0.0	0.0	0.0	0.0	0.0	2004	CIN	NL	12	9.0	12	12.0	12	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
639	hanseda01	2004	1	SEA	AL	57	78	14	22	5	0	2	12.0	0.0	0.0	18	16.0	3.0	0.0	0.0	1.0	3.0	2004	SDN	NL	29	2.0	29	9.0	0	0	7	0	2	0	0	0	0	0	0.0	22.0	0.0
643	haranaa01	2004	1	CIN	NL	28	57	1	4	1	0	0	0.0	0.0	0.0	0	33.0	0.0	0.0	4.0	0.0	1.0	2004	CIN	NL	28	28.0	28	28.0	28	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
644	harderi01	2004	1	OAK	AL	31	5	0	0	0	0	0	0.0	0.0	0.0	0	3.0	0.0	0.0	0.0	0.0	0.0	2004	OAK	AL	31	31.0	2	31.0	31	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
645	harenda01	2004	1	SLN	NL	14	12	1	0	0	0	0	0.0	0.0	0.0	0	6.0	0.0	0.0	2.0	0.0	1.0	2004	SLN	NL	14	5.0	14	14.0	14	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
646	harikti01	2004	1	COL	NL	55	3	0	0	0	0	0	0.0	0.0	0.0	0	3.0	0.0	0.0	1.0	0.0	0.0	2004	COL	NL	55	0.0	51	55.0	55	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
648	harribr01	2004	1	CHN	NL	3	9	0	2	1	0	0	1.0	0.0	0.0	1	1.0	0.0	0.0	0.0	0.0	0.0	2004	CHN	NL	3	3.0	3	3.0	0	0	0	0	3	0	0	0	0	0	0.0	0.0	0.0
652	harrile01	2004	1	FLO	NL	79	95	7	20	5	0	1	17.0	0.0	0.0	3	8.0	0.0	0.0	0.0	1.0	2.0	2004	FLO	NL	79	11.0	79	17.0	0	0	0	0	3	0	8	0	6	14	2.0	64.0	0.0
653	harriwi01	2004	1	CHA	AL	129	409	68	107	15	2	2	27.0	19.0	7.0	51	79.0	0.0	1.0	7.0	3.0	4.0	2004	CHA	AL	129	101.0	129	117.0	0	0	0	92	0	0	1	29	0	30	2.0	19.0	3.0
654	hartbo01	2004	1	SLN	NL	11	13	0	2	0	0	0	2.0	0.0	0.0	1	3.0	0.0	0.0	0.0	0.0	0.0	2004	SLN	NL	11	3.0	11	5.0	0	0	0	4	0	1	0	0	0	0	0.0	6.0	0.0
655	hartco01	2004	1	MIL	NL	1	1	0	0	0	0	0	0.0	0.0	0.0	0	1.0	0.0	0.0	0.0	0.0	0.0	2004	MIL	NL	1	0.0	1	0.0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0
656	harveke01	2004	1	KCA	AL	120	456	47	131	20	1	13	55.0	1.0	1.0	28	89.0	2.0	8.0	0.0	2.0	14.0	2004	KCA	AL	120	118.0	120	77.0	0	0	73	0	0	0	4	0	0	4	41.0	2.0	0.0
662	hattesc01	2004	1	OAK	AL	152	550	87	156	30	0	15	82.0	0.0	0.0	72	48.0	5.0	5.0	3.0	8.0	10.0	2004	OAK	AL	152	145.0	152	148.0	0	0	148	0	0	0	0	0	0	0	2.0	6.0	0.0
664	hawpebr01	2004	1	COL	NL	42	105	12	26	3	2	3	9.0	1.0	1.0	11	34.0	3.0	1.0	0.0	1.0	4.0	2004	COL	NL	42	30.0	42	34.0	0	0	0	0	0	0	2	0	32	34	0.0	10.0	0.0
665	hayneji01	2004	1	CIN	NL	5	4	0	0	0	0	0	0.0	0.0	0.0	0	4.0	0.0	0.0	0.0	0.0	0.0	2004	CIN	NL	5	4.0	5	5.0	5	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
666	heilmaa01	2004	1	NYN	NL	5	7	0	0	0	0	0	0.0	0.0	0.0	0	3.0	0.0	0.0	3.0	0.0	0.0	2004	NYN	NL	5	5.0	5	5.0	5	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
667	helmswe01	2004	1	MIL	NL	92	274	24	72	13	1	4	28.0	0.0	1.0	24	60.0	1.0	5.0	1.0	2.0	10.0	2004	MIL	NL	92	76.0	92	76.0	0	0	10	0	66	0	0	0	0	0	0.0	16.0	0.0
668	heltoto01	2004	1	COL	NL	154	547	115	190	49	2	32	96.0	3.0	0.0	127	72.0	19.0	3.0	0.0	6.0	12.0	2004	COL	NL	154	151.0	154	153.0	0	0	153	0	0	0	0	0	0	0	0.0	3.0	0.0
669	hendrbe01	2004	1	MIL	NL	10	16	0	2	0	0	0	0.0	0.0	0.0	0	9.0	0.0	0.0	1.0	0.0	0.0	2004	MIL	NL	10	9.0	10	10.0	10	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
670	hendrma01	2004	1	TBA	AL	32	5	0	1	0	0	0	0.0	0.0	0.0	1	4.0	0.0	0.0	0.0	0.0	0.0	2004	TBA	AL	32	30.0	2	32.0	32	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
671	hennebr01	2004	1	SFN	NL	7	13	1	3	0	0	0	2.0	0.0	0.0	1	4.0	0.0	0.0	0.0	1.0	0.0	2004	SFN	NL	7	7.0	7	7.0	7	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
672	henslma01	2004	1	ANA	AL	16	1	0	0	0	0	0	0.0	0.0	0.0	0	1.0	0.0	0.0	0.0	0.0	0.0	2004	ANA	AL	16	0.0	4	16.0	16	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
673	hentgpa01	2004	1	TOR	AL	18	1	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	1.0	2004	TOR	AL	18	16.0	2	18.0	18	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
676	hermach01	2004	1	TOR	AL	4	7	0	0	0	0	0	0.0	0.0	0.0	0	3.0	0.0	0.0	0.0	0.0	0.0	2004	TOR	AL	4	2.0	4	4.0	0	0	0	0	0	0	4	0	0	4	0.0	1.0	0.0
677	hermadu01	2004	1	SFN	NL	47	30	2	3	0	0	0	1.0	0.0	0.0	0	12.0	0.0	1.0	6.0	0.0	0.0	2004	SFN	NL	47	18.0	45	47.0	47	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
678	hernaad01	2004	1	MIL	NL	6	4	0	0	0	0	0	0.0	0.0	0.0	0	3.0	0.0	0.0	1.0	0.0	0.0	2004	MIL	NL	6	1.0	6	6.0	6	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
679	hernaca03	2004	1	HOU	NL	9	12	0	1	0	0	0	1.0	0.0	0.0	0	4.0	0.0	0.0	4.0	0.0	0.0	2004	HOU	NL	9	9.0	9	9.0	9	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
680	hernajo01	2004	1	LAN	NL	95	211	32	61	12	1	13	29.0	3.0	1.0	26	61.0	6.0	1.0	0.0	0.0	3.0	2004	LAN	NL	95	52.0	95	84.0	0	0	8	50	12	13	9	0	0	9	0.0	21.0	3.0
681	hernali01	2004	1	MON	NL	36	81	2	20	7	0	1	10.0	0.0	0.0	1	8.0	0.0	0.0	15.0	0.0	1.0	2004	MON	NL	36	35.0	34	35.0	35	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0
683	hernara02	2004	1	SDN	NL	111	384	45	106	23	0	18	63.0	1.0	0.0	35	45.0	0.0	5.0	4.0	4.0	16.0	2004	SDN	NL	111	106.0	111	108.0	0	108	0	0	0	0	0	0	0	0	0.0	4.0	0.0
685	hessmmi01	2004	1	ATL	NL	29	69	8	9	3	0	2	5.0	0.0	0.0	1	24.0	0.0	1.0	0.0	0.0	0.0	2004	ATL	NL	29	13.0	29	23.0	0	0	16	0	7	0	3	0	0	3	0.0	9.0	2.0
686	hidalri01	2004	1	HOU	NL	58	199	21	51	15	2	4	30.0	1.0	2.0	17	53.0	4.0	0.0	0.0	4.0	7.0	2004	HOU	NL	58	51.0	58	56.0	0	0	0	0	0	0	0	0	56	56	0.0	3.0	0.0
691	higgibo02	2004	1	DET	AL	131	448	63	110	24	2	12	64.0	5.0	2.0	70	84.0	5.0	7.0	2.0	4.0	10.0	2004	DET	AL	131	119.0	131	115.0	0	0	0	0	0	0	0	0	115	115	10.0	6.0	2.0
692	hillbo01	2004	1	PIT	NL	126	233	28	62	7	2	2	27.0	0.0	3.0	20	39.0	2.0	12.0	1.0	1.0	12.0	2004	PIT	NL	126	50.0	126	63.0	0	0	0	40	25	0	0	0	0	0	0.0	70.0	0.0
693	hillesh02	2004	1	ARI	NL	148	562	68	174	36	3	15	80.0	2.0	0.0	24	49.0	2.0	12.0	0.0	6.0	18.0	2004	ARI	NL	148	144.0	148	146.0	0	0	131	0	17	0	0	0	0	0	0.0	2.0	0.0
694	hillko01	2004	1	ARI	NL	13	36	3	9	1	0	1	6.0	1.0	0.0	2	6.0	1.0	0.0	0.0	0.0	1.0	2004	ARI	NL	13	10.0	13	11.0	0	11	0	0	0	0	0	0	0	0	0.0	2.0	0.0
695	hillsh01	2004	1	MON	NL	3	2	0	0	0	0	0	0.0	0.0	0.0	0	2.0	0.0	0.0	1.0	0.0	0.0	2004	MON	NL	3	3.0	3	3.0	3	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
696	hinchaj01	2004	1	PHI	NL	4	11	1	2	1	0	0	0.0	0.0	0.0	0	4.0	0.0	0.0	0.0	0.0	0.0	2004	PHI	NL	4	1.0	4	4.0	0	4	0	0	0	0	0	0	0	0	0.0	0.0	0.0
697	hinsker01	2004	1	TOR	AL	155	570	66	140	23	3	15	69.0	12.0	8.0	54	109.0	2.0	4.0	0.0	6.0	14.0	2004	TOR	AL	155	149.0	155	153.0	0	0	0	0	153	0	0	0	0	0	1.0	5.0	1.0
698	hitchst01	2004	1	SDN	NL	4	7	0	0	0	0	0	0.0	0.0	0.0	0	4.0	0.0	0.0	0.0	0.0	1.0	2004	SDN	NL	4	4.0	4	4.0	4	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
699	hockide01	2004	1	COL	NL	55	94	7	19	2	0	0	4.0	0.0	1.0	7	20.0	0.0	0.0	5.0	0.0	3.0	2004	COL	NL	55	16.0	55	48.0	0	0	0	8	2	13	20	8	4	30	0.0	10.0	2.0
701	hollato01	2004	1	CHN	NL	57	148	28	47	6	2	8	22.0	1.0	1.0	17	26.0	3.0	1.0	1.0	0.0	2.0	2004	CHN	NL	57	35.0	57	38.0	0	0	3	0	0	0	4	0	32	36	3.0	18.0	0.0
702	hollida02	2004	1	ATL	NL	7	22	3	8	2	0	0	5.0	0.0	0.0	0	4.0	0.0	0.0	1.0	0.0	0.0	2004	ATL	NL	7	5.0	7	6.0	0	0	0	0	0	0	6	0	1	6	0.0	2.0	0.0
703	hollima01	2004	1	COL	NL	121	400	65	116	31	3	14	57.0	3.0	3.0	31	86.0	0.0	6.0	1.0	1.0	9.0	2004	COL	NL	121	109.0	121	115.0	0	0	0	0	0	0	115	0	0	115	0.0	10.0	0.0
704	horgajo01	2004	1	MON	NL	47	4	0	1	0	0	0	1.0	0.0	0.0	0	1.0	0.0	0.0	0.0	0.0	0.0	2004	MON	NL	47	0.0	45	47.0	47	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
705	housejr01	2004	1	PIT	NL	5	9	1	1	1	0	0	0.0	0.0	0.0	0	2.0	0.0	0.0	0.0	0.0	1.0	2004	PIT	NL	5	2.0	5	3.0	0	3	0	0	0	0	0	0	0	0	0.0	2.0	0.0
706	howarbe01	2004	1	FLO	NL	31	3	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	2004	FLO	NL	31	0.0	29	31.0	31	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
707	howarry01	2004	1	PHI	NL	19	39	5	11	5	0	2	5.0	0.0	0.0	2	13.0	0.0	1.0	0.0	0.0	2.0	2004	PHI	NL	19	5.0	19	8.0	0	0	8	0	0	0	0	0	0	0	0.0	11.0	0.0
709	huckake01	2004	1	TEX	AL	8	25	2	4	1	0	0	0.0	0.0	0.0	3	10.0	0.0	0.0	0.0	0.0	0.0	2004	BAL	AL	8	4.0	8	8.0	0	8	0	0	0	0	0	0	0	0	0.0	0.0	1.0
715	hudsolu01	2004	1	CIN	NL	9	16	1	2	0	0	0	2.0	0.0	0.0	1	3.0	0.0	0.0	0.0	1.0	0.0	2004	CIN	NL	9	9.0	9	9.0	9	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
716	hudsoor01	2004	1	TOR	AL	135	489	73	132	32	7	12	58.0	7.0	3.0	51	98.0	0.0	4.0	3.0	4.0	12.0	2004	TOR	AL	135	128.0	135	133.0	0	0	0	133	0	0	0	0	0	0	0.0	4.0	0.0
717	hudsoti01	2004	1	OAK	AL	27	3	0	0	0	0	0	0.0	0.0	0.0	0	1.0	0.0	0.0	0.0	0.0	0.0	2004	OAK	AL	27	27.0	1	27.0	27	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
718	huffau01	2004	1	TBA	AL	157	600	92	178	27	2	29	104.0	5.0	1.0	56	74.0	6.0	6.0	0.0	5.0	9.0	2004	TBA	AL	157	155.0	157	123.0	0	0	38	0	86	0	8	0	1	9	34.0	2.0	0.0
721	hummeti01	2004	1	CIN	NL	56	110	10	24	4	0	1	7.0	1.0	0.0	8	17.0	2.0	2.0	4.0	1.0	2.0	2004	CIN	NL	56	23.0	56	41.0	0	0	13	1	32	1	0	0	0	0	1.0	18.0	3.0
722	hunteto01	2004	1	MIN	AL	138	520	79	141	37	0	23	81.0	21.0	7.0	40	101.0	4.0	7.0	0.0	2.0	23.0	2004	MIN	AL	138	134.0	138	126.0	0	0	0	0	0	0	0	126	0	126	10.0	2.0	1.0
723	hyzduad01	2004	1	BOS	AL	17	10	3	3	2	0	1	2.0	0.0	0.0	1	2.0	0.0	0.0	0.0	0.0	0.0	2004	BOS	AL	17	0.0	17	14.0	0	0	0	0	0	0	11	0	4	14	2.0	3.0	4.0
724	ibanera01	2004	1	SEA	AL	123	481	67	146	31	1	16	62.0	1.0	2.0	36	72.0	5.0	3.0	0.0	4.0	10.0	2004	SEA	AL	123	119.0	123	120.0	0	0	10	0	0	0	110	0	3	112	2.0	4.0	0.0
725	infanom01	2004	1	DET	AL	142	503	69	133	27	9	16	55.0	13.0	7.0	40	112.0	3.0	1.0	7.0	5.0	4.0	2004	DET	AL	142	123.0	142	140.0	0	0	0	105	10	23	0	5	0	5	0.0	4.0	2.0
726	ingebr01	2004	1	DET	AL	131	408	43	117	15	7	13	64.0	5.0	4.0	32	72.0	0.0	4.0	8.0	6.0	4.0	2004	DET	AL	131	112.0	131	130.0	0	39	0	0	73	0	7	19	2	26	0.0	4.0	9.0
727	ishiika01	2004	1	LAN	NL	31	55	7	7	0	0	1	6.0	0.0	0.0	1	24.0	0.0	0.0	6.0	0.0	1.0	2004	LAN	NL	31	31.0	29	31.0	31	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
728	isrinja01	2004	1	SLN	NL	74	3	1	1	0	0	0	2.0	0.0	0.0	0	2.0	0.0	0.0	0.0	0.0	0.0	2004	SLN	NL	74	0.0	71	74.0	74	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
729	izturce01	2004	1	LAN	NL	159	670	90	193	32	9	4	62.0	25.0	9.0	43	70.0	2.0	0.0	12.0	3.0	6.0	2004	LAN	NL	159	156.0	159	159.0	0	0	0	0	0	159	0	0	0	0	0.0	0.0	0.0
730	izturma01	2004	1	MON	NL	32	107	10	22	5	2	1	4.0	4.0	0.0	10	20.0	1.0	2.0	2.0	0.0	1.0	2004	MON	NL	32	30.0	32	31.0	0	0	0	10	0	23	0	0	0	0	0.0	1.0	0.0
731	jacksda04	2004	1	CHN	NL	7	15	1	1	0	0	1	1.0	0.0	0.0	3	6.0	2.0	0.0	0.0	0.0	0.0	2004	CHN	NL	7	3.0	7	5.0	0	0	0	5	0	0	0	0	0	0	0.0	2.0	0.0
735	jacksed01	2004	1	LAN	NL	8	4	0	1	0	0	0	1.0	0.0	0.0	0	1.0	0.0	0.0	2.0	0.0	0.0	2004	LAN	NL	8	5.0	7	8.0	8	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
737	jacobbu02	2004	1	SEA	AL	42	160	17	44	9	0	9	28.0	0.0	0.0	14	47.0	0.0	1.0	0.0	1.0	3.0	2004	SEA	AL	42	40.0	42	21.0	0	0	21	0	0	0	0	0	0	0	20.0	2.0	0.0
742	jenkige01	2004	1	MIL	NL	157	617	88	163	36	6	27	93.0	3.0	1.0	46	152.0	10.0	12.0	0.0	6.0	19.0	2004	MIL	NL	157	154.0	157	156.0	0	0	0	0	0	0	156	0	0	156	0.0	1.0	0.0
743	jennija01	2004	1	COL	NL	37	71	3	17	4	0	1	6.0	0.0	0.0	2	16.0	0.0	0.0	5.0	0.0	1.0	2004	COL	NL	37	33.0	35	33.0	33	0	0	0	0	0	0	0	0	0	0.0	4.0	0.0
744	jeterde01	2004	1	NYA	AL	154	643	111	188	44	1	23	78.0	23.0	4.0	46	99.0	1.0	14.0	16.0	2.0	19.0	2004	NYA	AL	154	154.0	154	154.0	0	0	0	0	0	154	0	0	0	0	0.0	0.0	0.0
745	jimenda01	2004	1	CIN	NL	152	563	76	152	28	3	12	67.0	13.0	7.0	82	99.0	1.0	2.0	3.0	2.0	15.0	2004	CIN	NL	152	146.0	152	149.0	0	0	0	146	0	5	0	0	0	0	0.0	4.0	0.0
747	johnsch04	2004	1	COL	NL	109	305	42	72	20	0	13	47.0	2.0	1.0	49	91.0	1.0	5.0	2.0	1.0	6.0	2004	COL	NL	109	85.0	109	91.0	0	91	0	0	0	0	0	0	0	0	0.0	19.0	0.0
748	johnsja02	2004	1	DET	AL	33	3	0	0	0	0	0	0.0	0.0	0.0	0	2.0	0.0	0.0	1.0	0.0	0.0	2004	DET	AL	33	33.0	1	33.0	33	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
749	johnsma02	2004	1	MIL	NL	7	11	1	1	0	0	0	2.0	0.0	0.0	3	2.0	1.0	0.0	0.0	1.0	0.0	2004	MIL	NL	7	4.0	7	5.0	0	5	0	0	0	0	0	0	0	0	0.0	2.0	0.0
751	johnsni01	2004	1	MON	NL	73	251	35	63	16	0	7	33.0	6.0	3.0	40	58.0	2.0	3.0	0.0	1.0	5.0	2004	MON	NL	73	70.0	73	73.0	0	0	73	0	0	0	0	0	0	0	0.0	2.0	0.0
752	johnsra05	2004	1	ARI	NL	35	80	1	10	3	0	0	6.0	0.0	0.0	4	37.0	0.0	0.0	3.0	0.0	1.0	2004	ARI	NL	35	35.0	33	35.0	35	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
753	johnsre02	2004	1	TOR	AL	141	537	68	145	25	2	10	61.0	6.0	3.0	28	98.0	2.0	12.0	3.0	2.0	17.0	2004	TOR	AL	141	125.0	141	137.0	0	0	0	0	0	0	57	33	53	137	4.0	9.0	1.0
754	jonesan01	2004	1	ATL	NL	154	570	85	149	34	4	29	91.0	6.0	6.0	71	147.0	9.0	3.0	0.0	2.0	24.0	2004	ATL	NL	154	153.0	154	154.0	0	0	0	0	0	0	0	154	0	154	0.0	1.0	0.0
756	jonesch06	2004	1	ATL	NL	137	472	69	117	20	1	30	96.0	2.0	0.0	84	96.0	8.0	4.0	0.0	7.0	14.0	2004	ATL	NL	137	130.0	137	125.0	0	0	0	0	96	0	29	0	0	29	7.0	7.0	0.0
757	jonesja04	2004	1	MIN	AL	151	555	69	141	22	1	24	80.0	13.0	10.0	40	117.0	2.0	10.0	2.0	1.0	12.0	2004	MIN	AL	151	142.0	151	142.0	0	0	0	0	0	0	0	2	141	142	3.0	7.0	0.0
762	jordabr01	2004	1	TEX	AL	61	212	27	47	13	1	5	23.0	2.0	2.0	16	35.0	2.0	1.0	0.0	4.0	7.0	2004	TEX	AL	61	57.0	61	44.0	0	0	0	0	0	0	1	0	44	44	17.0	3.0	0.0
764	kaplega01	2004	1	BOS	AL	136	290	51	79	14	1	6	33.0	5.0	4.0	15	49.0	0.0	2.0	1.0	2.0	5.0	2004	BOS	AL	136	73.0	136	127.0	0	0	0	0	0	0	18	17	101	127	2.0	7.0	19.0
765	karroer01	2004	1	OAK	AL	40	103	8	20	6	0	2	11.0	1.0	0.0	7	16.0	1.0	0.0	0.0	1.0	2.0	2004	OAK	AL	40	24.0	40	22.0	0	0	22	0	0	0	0	0	0	0	10.0	11.0	0.0
767	katama01	2004	1	ARI	NL	42	162	17	40	9	2	2	13.0	4.0	1.0	13	29.0	2.0	0.0	1.0	1.0	1.0	2004	ARI	NL	42	38.0	42	41.0	0	0	0	38	3	1	0	0	0	0	0.0	1.0	1.0
769	kearnau01	2004	1	CIN	NL	64	217	28	50	10	2	9	32.0	2.0	1.0	28	71.0	0.0	1.0	0.0	0.0	8.0	2004	CIN	NL	64	59.0	64	60.0	0	0	0	0	0	0	0	1	60	60	0.0	4.0	1.0
770	keltoda01	2004	1	CHN	NL	8	10	1	1	1	0	0	0.0	0.0	0.0	0	3.0	0.0	0.0	0.0	0.0	0.0	2004	CHN	NL	8	1.0	8	3.0	0	0	0	0	0	0	2	0	1	3	0.0	6.0	1.0
771	kendaja01	2004	1	PIT	NL	147	574	86	183	32	0	3	51.0	11.0	8.0	60	41.0	2.0	19.0	1.0	4.0	12.0	2004	PIT	NL	147	145.0	147	146.0	0	146	0	0	0	0	0	0	0	0	0.0	2.0	0.0
772	kennead01	2004	1	ANA	AL	144	468	70	130	20	5	10	48.0	15.0	5.0	41	92.0	7.0	13.0	9.0	2.0	10.0	2004	ANA	AL	144	138.0	144	144.0	0	0	0	144	0	0	0	0	0	0	0.0	1.0	1.0
773	kennejo04	2004	1	COL	NL	27	48	2	6	1	1	0	4.0	0.0	0.0	2	14.0	0.0	0.0	4.0	0.0	0.0	2004	COL	NL	27	27.0	25	27.0	27	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
774	kensilo01	2004	1	FLO	NL	5	2	0	0	0	0	0	0.0	0.0	0.0	0	1.0	0.0	0.0	1.0	0.0	0.0	2004	FLO	NL	5	3.0	5	5.0	5	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
775	kentje01	2004	1	HOU	NL	145	540	96	156	34	8	27	107.0	7.0	3.0	49	96.0	3.0	6.0	0.0	11.0	23.0	2004	HOU	NL	145	140.0	145	139.0	0	0	0	139	0	0	0	0	0	0	2.0	4.0	0.0
776	keppije01	2004	1	NYN	NL	33	116	9	33	2	0	3	9.0	2.0	1.0	6	7.0	0.0	0.0	0.0	1.0	6.0	2004	NYN	NL	33	27.0	33	32.0	0	0	0	32	0	0	0	0	0	0	0.0	3.0	0.0
782	kieltbo01	2004	1	OAK	AL	83	238	29	51	14	1	7	31.0	1.0	0.0	35	47.0	0.0	3.0	1.0	1.0	5.0	2004	OAK	AL	83	59.0	83	67.0	0	0	0	0	0	0	51	0	21	67	11.0	14.0	0.0
783	kiescbr01	2004	1	MIL	NL	77	63	2	17	3	0	1	7.0	0.0	0.0	5	16.0	1.0	0.0	0.0	0.0	3.0	2004	MIL	NL	77	0.0	75	32.0	32	0	0	0	0	0	0	0	0	0	0.0	48.0	0.0
785	kimsu01	2004	1	MON	NL	43	28	1	6	2	0	0	5.0	1.0	0.0	0	9.0	0.0	0.0	4.0	0.0	0.0	2004	MON	NL	43	16.0	41	43.0	43	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
786	kingra01	2004	1	SLN	NL	86	2	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	2004	SLN	NL	86	0.0	84	86.0	86	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
787	kinnema01	2004	1	MIL	NL	32	9	0	2	0	0	0	1.0	0.0	0.0	0	1.0	0.0	0.0	1.0	0.0	0.0	2004	KCA	AL	11	0.0	0	11.0	11	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
